11:47:39.723 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 5.4.1.Final
12:06:19.898 [main] INFO  com.toys.acb.UserApplication - No active profile set, falling back to default profiles: default
12:06:21.251 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
12:06:21.255 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
12:06:21.295 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 17 ms. Found 0 Redis repository interfaces.
12:06:21.944 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 12358 (http)
12:06:21.951 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-12358"]
12:06:21.951 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
12:06:21.951 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.46]
12:06:22.057 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
12:06:22.058 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 2085 ms
12:06:23.187 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
12:06:23.469 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
12:06:23.567 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-12358"]
12:06:23.589 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 12358 (http) with context path ''
12:06:23.665 [main] INFO  com.toys.acb.UserApplication - Started UserApplication in 4.562 seconds (JVM running for 6.733)
12:11:13.926 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 5.4.1.Final
12:11:13.927 [main] INFO  com.toys.acb.UserApplication - Starting UserApplication using Java 15.0.2 on DESKTOP-2D7JFDC with PID 784 (F:\Program\java_work\ACB\acb_user\target\classes started by CKD in F:\Program\java_work\ACB)
12:11:13.930 [main] INFO  com.toys.acb.UserApplication - No active profile set, falling back to default profiles: default
12:11:15.030 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
12:11:15.033 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
12:11:15.066 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 20 ms. Found 0 Redis repository interfaces.
12:11:15.584 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 12358 (http)
12:11:15.592 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-12358"]
12:11:15.592 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
12:11:15.592 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.46]
12:11:15.717 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
12:11:15.717 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1716 ms
12:11:16.950 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
12:11:17.234 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
12:11:17.344 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-12358"]
12:11:17.372 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 12358 (http) with context path ''
12:11:17.432 [main] INFO  com.toys.acb.UserApplication - Started UserApplication in 4.337 seconds (JVM running for 5.704)
12:19:08.211 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 5.4.1.Final
12:19:08.224 [main] INFO  com.toys.acb.UserApplication - Starting UserApplication using Java 15.0.2 on DESKTOP-2D7JFDC with PID 892 (F:\Program\java_work\ACB\acb_user\target\classes started by CKD in F:\Program\java_work\ACB)
12:19:08.225 [main] INFO  com.toys.acb.UserApplication - No active profile set, falling back to default profiles: default
12:19:09.478 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
12:19:09.480 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
12:19:09.508 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 13 ms. Found 0 Redis repository interfaces.
12:19:10.098 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 12358 (http)
12:19:10.106 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-12358"]
12:19:10.107 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
12:19:10.107 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.46]
12:19:10.214 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
12:19:10.214 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1917 ms
12:19:11.425 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
12:19:11.724 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
12:19:11.830 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-12358"]
12:19:11.869 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 12358 (http) with context path ''
12:19:11.956 [main] INFO  com.toys.acb.UserApplication - Started UserApplication in 4.612 seconds (JVM running for 6.405)
12:19:16.263 [http-nio-12358-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
12:19:16.263 [http-nio-12358-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
12:19:16.264 [http-nio-12358-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 1 ms
12:19:16.446 [http-nio-12358-exec-1] WARN  o.s.w.s.m.s.DefaultHandlerExceptionResolver - Resolved [org.springframework.web.bind.MethodArgumentNotValidException: Validation failed for argument [0] in public com.toys.acb.dto.Result com.toys.acb.controller.AuthController.login(com.toys.acb.dto.LoginForm) with 2 errors: [Field error in object 'loginForm' on field 'password': rejected value [123]; codes [Length.loginForm.password,Length.password,Length.java.lang.String,Length]; arguments [org.springframework.context.support.DefaultMessageSourceResolvable: codes [loginForm.password,password]; arguments []; default message [password],20,8]; default message [length must be between 8 and 20]] [Field error in object 'loginForm' on field 'username': rejected value [admin]; codes [Length.loginForm.username,Length.username,Length.java.lang.String,Length]; arguments [org.springframework.context.support.DefaultMessageSourceResolvable: codes [loginForm.username,username]; arguments []; default message [username],16,6]; default message [length must be between 6 and 16]] ]
12:19:43.933 [http-nio-12358-exec-3] WARN  o.s.w.s.m.s.DefaultHandlerExceptionResolver - Resolved [org.springframework.web.bind.MethodArgumentNotValidException: Validation failed for argument [0] in public com.toys.acb.dto.Result com.toys.acb.controller.AuthController.login(com.toys.acb.dto.LoginForm) with 2 errors: [Field error in object 'loginForm' on field 'username': rejected value [admin]; codes [Length.loginForm.username,Length.username,Length.java.lang.String,Length]; arguments [org.springframework.context.support.DefaultMessageSourceResolvable: codes [loginForm.username,username]; arguments []; default message [username],16,6]; default message [length must be between 6 and 16]] [Field error in object 'loginForm' on field 'password': rejected value [123456]; codes [Length.loginForm.password,Length.password,Length.java.lang.String,Length]; arguments [org.springframework.context.support.DefaultMessageSourceResolvable: codes [loginForm.password,password]; arguments []; default message [password],20,8]; default message [length must be between 8 and 20]] ]
12:21:13.374 [main] INFO  com.toys.acb.UserApplication - Starting UserApplication using Java 15.0.2 on DESKTOP-2D7JFDC with PID 1200 (F:\Program\java_work\ACB\acb_user\target\classes started by CKD in F:\Program\java_work\ACB)
12:21:13.377 [main] INFO  com.toys.acb.UserApplication - No active profile set, falling back to default profiles: default
12:21:13.393 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 5.4.1.Final
12:21:14.486 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
12:21:14.488 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
12:21:14.510 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 10 ms. Found 0 Redis repository interfaces.
12:21:15.031 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 12358 (http)
12:21:15.038 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-12358"]
12:21:15.039 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
12:21:15.039 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.46]
12:21:15.141 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
12:21:15.142 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1695 ms
12:21:16.138 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
12:21:16.380 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
12:21:16.478 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-12358"]
12:21:16.500 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 12358 (http) with context path ''
12:21:16.563 [main] INFO  com.toys.acb.UserApplication - Started UserApplication in 3.901 seconds (JVM running for 5.473)
12:21:27.091 [http-nio-12358-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
12:21:27.091 [http-nio-12358-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
12:21:27.092 [http-nio-12358-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 1 ms
12:21:36.822 [http-nio-12358-exec-2] WARN  o.s.w.s.m.s.DefaultHandlerExceptionResolver - Resolved [org.springframework.web.bind.MethodArgumentNotValidException: Validation failed for argument [0] in public com.toys.acb.dto.Result com.toys.acb.controller.AuthController.login(com.toys.acb.dto.LoginForm) with 2 errors: [Field error in object 'loginForm' on field 'password': rejected value [123]; codes [Length.loginForm.password,Length.password,Length.java.lang.String,Length]; arguments [org.springframework.context.support.DefaultMessageSourceResolvable: codes [loginForm.password,password]; arguments []; default message [password],20,8]; default message [length must be between 8 and 20]] [Field error in object 'loginForm' on field 'username': rejected value [admin]; codes [Length.loginForm.username,Length.username,Length.java.lang.String,Length]; arguments [org.springframework.context.support.DefaultMessageSourceResolvable: codes [loginForm.username,username]; arguments []; default message [username],16,6]; default message [length must be between 6 and 16]] ]
12:21:44.195 [http-nio-12358-exec-3] WARN  o.s.w.s.m.s.DefaultHandlerExceptionResolver - Resolved [org.springframework.web.bind.MethodArgumentNotValidException: Validation failed for argument [0] in public com.toys.acb.dto.Result com.toys.acb.controller.AuthController.login(com.toys.acb.dto.LoginForm) with 2 errors: [Field error in object 'loginForm' on field 'password': rejected value [123]; codes [Length.loginForm.password,Length.password,Length.java.lang.String,Length]; arguments [org.springframework.context.support.DefaultMessageSourceResolvable: codes [loginForm.password,password]; arguments []; default message [password],20,8]; default message [length must be between 8 and 20]] [Field error in object 'loginForm' on field 'username': rejected value [admin]; codes [Length.loginForm.username,Length.username,Length.java.lang.String,Length]; arguments [org.springframework.context.support.DefaultMessageSourceResolvable: codes [loginForm.username,username]; arguments []; default message [username],16,6]; default message [length must be between 6 and 16]] ]
12:22:05.571 [main] INFO  com.toys.acb.UserApplication - Starting UserApplication using Java 15.0.2 on DESKTOP-2D7JFDC with PID 13040 (F:\Program\java_work\ACB\acb_user\target\classes started by CKD in F:\Program\java_work\ACB)
12:22:05.575 [main] INFO  com.toys.acb.UserApplication - No active profile set, falling back to default profiles: default
12:22:05.582 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 5.4.1.Final
12:22:06.616 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
12:22:06.619 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
12:22:06.673 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 34 ms. Found 0 Redis repository interfaces.
12:22:07.230 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 12358 (http)
12:22:07.238 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-12358"]
12:22:07.239 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
12:22:07.239 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.46]
12:22:07.356 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
12:22:07.356 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1712 ms
12:22:08.713 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
12:22:08.975 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
12:22:09.078 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-12358"]
12:22:09.100 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 12358 (http) with context path ''
12:22:09.163 [main] INFO  com.toys.acb.UserApplication - Started UserApplication in 4.243 seconds (JVM running for 6.038)
12:22:44.670 [http-nio-12358-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
12:22:44.670 [http-nio-12358-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
12:22:44.671 [http-nio-12358-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 1 ms
12:22:44.819 [http-nio-12358-exec-1] WARN  o.s.w.s.m.s.DefaultHandlerExceptionResolver - Resolved [org.springframework.web.bind.MethodArgumentNotValidException: Validation failed for argument [0] in public com.toys.acb.dto.Result com.toys.acb.controller.AuthController.login(com.toys.acb.dto.LoginForm) with 2 errors: [Field error in object 'loginForm' on field 'password': rejected value [123456]; codes [Length.loginForm.password,Length.password,Length.java.lang.String,Length]; arguments [org.springframework.context.support.DefaultMessageSourceResolvable: codes [loginForm.password,password]; arguments []; default message [password],20,8]; default message [length must be between 8 and 20]] [Field error in object 'loginForm' on field 'username': rejected value [admin]; codes [Length.loginForm.username,Length.username,Length.java.lang.String,Length]; arguments [org.springframework.context.support.DefaultMessageSourceResolvable: codes [loginForm.username,username]; arguments []; default message [username],16,6]; default message [length must be between 6 and 16]] ]
12:22:58.778 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 5.4.1.Final
12:22:58.802 [main] INFO  com.toys.acb.UserApplication - Starting UserApplication using Java 15.0.2 on DESKTOP-2D7JFDC with PID 4888 (F:\Program\java_work\ACB\acb_user\target\classes started by CKD in F:\Program\java_work\ACB)
12:22:58.803 [main] INFO  com.toys.acb.UserApplication - No active profile set, falling back to default profiles: default
12:22:59.879 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
12:22:59.881 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
12:22:59.915 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 20 ms. Found 0 Redis repository interfaces.
12:23:00.485 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 12358 (http)
12:23:00.495 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-12358"]
12:23:00.496 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
12:23:00.496 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.46]
12:23:00.607 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
12:23:00.607 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1728 ms
12:23:01.641 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
12:23:01.900 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
12:23:01.997 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-12358"]
12:23:02.030 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 12358 (http) with context path ''
12:23:02.085 [main] INFO  com.toys.acb.UserApplication - Started UserApplication in 4.05 seconds (JVM running for 5.611)
12:23:18.188 [http-nio-12358-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
12:23:18.189 [http-nio-12358-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
12:23:18.190 [http-nio-12358-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 1 ms
12:23:18.363 [http-nio-12358-exec-1] WARN  o.s.w.s.m.s.DefaultHandlerExceptionResolver - Resolved [org.springframework.web.bind.MethodArgumentNotValidException: Validation failed for argument [0] in public com.toys.acb.dto.Result com.toys.acb.controller.AuthController.login(com.toys.acb.dto.LoginForm) with 2 errors: [Field error in object 'loginForm' on field 'password': rejected value [123]; codes [Length.loginForm.password,Length.password,Length.java.lang.String,Length]; arguments [org.springframework.context.support.DefaultMessageSourceResolvable: codes [loginForm.password,password]; arguments []; default message [password],20,8]; default message [length must be between 8 and 20]] [Field error in object 'loginForm' on field 'username': rejected value [admin]; codes [Length.loginForm.username,Length.username,Length.java.lang.String,Length]; arguments [org.springframework.context.support.DefaultMessageSourceResolvable: codes [loginForm.username,username]; arguments []; default message [username],16,6]; default message [length must be between 6 and 16]] ]
12:24:35.662 [http-nio-12358-exec-2] WARN  o.s.w.s.m.s.DefaultHandlerExceptionResolver - Resolved [org.springframework.web.bind.MethodArgumentNotValidException: Validation failed for argument [0] in public com.toys.acb.dto.Result com.toys.acb.controller.AuthController.login(com.toys.acb.dto.LoginForm) with 2 errors: [Field error in object 'loginForm' on field 'password': rejected value [123]; codes [Length.loginForm.password,Length.password,Length.java.lang.String,Length]; arguments [org.springframework.context.support.DefaultMessageSourceResolvable: codes [loginForm.password,password]; arguments []; default message [password],20,8]; default message [length must be between 8 and 20]] [Field error in object 'loginForm' on field 'username': rejected value [admin]; codes [Length.loginForm.username,Length.username,Length.java.lang.String,Length]; arguments [org.springframework.context.support.DefaultMessageSourceResolvable: codes [loginForm.username,username]; arguments []; default message [username],16,6]; default message [length must be between 6 and 16]] ]
