23:05:16.538 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 5.4.1.Final
23:05:23.405 [main] WARN  org.apache.ibatis.io.ResolverUtil - Could not examine class 'com/toys/ACB/mapper/BillDynamicSqlSupport$Bill.class' due to a java.lang.NoClassDefFoundError with message: com/toys/acb/mapper/BillDynamicSqlSupport$Bill (wrong name: com/toys/ACB/mapper/BillDynamicSqlSupport$Bill)
23:05:23.405 [main] WARN  org.apache.ibatis.io.ResolverUtil - Could not examine class 'com/toys/ACB/mapper/BillMapper.class' due to a java.lang.NoClassDefFoundError with message: com/toys/acb/mapper/BillMapper (wrong name: com/toys/ACB/mapper/BillMapper)
23:05:23.405 [main] WARN  org.apache.ibatis.io.ResolverUtil - Could not examine class 'com/toys/ACB/mapper/SysRoleDynamicSqlSupport.class' due to a java.lang.NoClassDefFoundError with message: com/toys/acb/mapper/SysRoleDynamicSqlSupport (wrong name: com/toys/ACB/mapper/SysRoleDynamicSqlSupport)
23:05:23.405 [main] WARN  org.apache.ibatis.io.ResolverUtil - Could not examine class 'com/toys/ACB/mapper/SysRoleDynamicSqlSupport$SysRole.class' due to a java.lang.NoClassDefFoundError with message: com/toys/acb/mapper/SysRoleDynamicSqlSupport$SysRole (wrong name: com/toys/ACB/mapper/SysRoleDynamicSqlSupport$SysRole)
23:05:23.405 [main] WARN  org.apache.ibatis.io.ResolverUtil - Could not examine class 'com/toys/ACB/mapper/SysRoleMapper.class' due to a java.lang.NoClassDefFoundError with message: com/toys/acb/mapper/SysRoleMapper (wrong name: com/toys/ACB/mapper/SysRoleMapper)
23:05:23.405 [main] WARN  org.apache.ibatis.io.ResolverUtil - Could not examine class 'com/toys/ACB/mapper/SysUserDynamicSqlSupport.class' due to a java.lang.NoClassDefFoundError with message: com/toys/acb/mapper/SysUserDynamicSqlSupport (wrong name: com/toys/ACB/mapper/SysUserDynamicSqlSupport)
23:05:23.405 [main] WARN  org.apache.ibatis.io.ResolverUtil - Could not examine class 'com/toys/ACB/mapper/SysUserDynamicSqlSupport$SysUser.class' due to a java.lang.NoClassDefFoundError with message: com/toys/acb/mapper/SysUserDynamicSqlSupport$SysUser (wrong name: com/toys/ACB/mapper/SysUserDynamicSqlSupport$SysUser)
23:05:23.405 [main] WARN  org.apache.ibatis.io.ResolverUtil - Could not examine class 'com/toys/ACB/mapper/SysUserMapper.class' due to a java.lang.NoClassDefFoundError with message: com/toys/acb/mapper/SysUserMapper (wrong name: com/toys/ACB/mapper/SysUserMapper)
23:05:23.405 [main] WARN  org.apache.ibatis.io.ResolverUtil - Could not examine class 'com/toys/ACB/mapper/SysUserRoleDynamicSqlSupport.class' due to a java.lang.NoClassDefFoundError with message: com/toys/acb/mapper/SysUserRoleDynamicSqlSupport (wrong name: com/toys/ACB/mapper/SysUserRoleDynamicSqlSupport)
23:05:23.405 [main] WARN  org.apache.ibatis.io.ResolverUtil - Could not examine class 'com/toys/ACB/mapper/SysUserRoleDynamicSqlSupport$SysUserRole.class' due to a java.lang.NoClassDefFoundError with message: com/toys/acb/mapper/SysUserRoleDynamicSqlSupport$SysUserRole (wrong name: com/toys/ACB/mapper/SysUserRoleDynamicSqlSupport$SysUserRole)
23:05:23.405 [main] WARN  org.apache.ibatis.io.ResolverUtil - Could not examine class 'com/toys/ACB/mapper/SysUserRoleMapper.class' due to a java.lang.NoClassDefFoundError with message: com/toys/acb/mapper/SysUserRoleMapper (wrong name: com/toys/ACB/mapper/SysUserRoleMapper)
23:05:23.425 [main] WARN  org.apache.ibatis.io.ResolverUtil - Could not examine class 'com/toys/ACB/mapper/TypeDynamicSqlSupport.class' due to a java.lang.NoClassDefFoundError with message: com/toys/acb/mapper/TypeDynamicSqlSupport (wrong name: com/toys/ACB/mapper/TypeDynamicSqlSupport)
23:05:23.425 [main] WARN  org.apache.ibatis.io.ResolverUtil - Could not examine class 'com/toys/ACB/mapper/TypeDynamicSqlSupport$Type.class' due to a java.lang.NoClassDefFoundError with message: com/toys/acb/mapper/TypeDynamicSqlSupport$Type (wrong name: com/toys/ACB/mapper/TypeDynamicSqlSupport$Type)
23:05:23.456 [main] WARN  org.apache.ibatis.io.ResolverUtil - Could not examine class 'com/toys/ACB/mapper/TypeMapper.class' due to a java.lang.NoClassDefFoundError with message: com/toys/acb/mapper/TypeMapper (wrong name: com/toys/ACB/mapper/TypeMapper)
23:05:26.574 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
23:05:27.993 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
23:05:28.061 [main] WARN  o.s.b.a.t.ThymeleafAutoConfiguration$DefaultTemplateResolverConfiguration - Cannot find template location: classpath:/templates/ (please add some templates or check your Thymeleaf configuration)
23:05:28.253 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-12358"]
23:05:28.301 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 12358 (http) with context path ''
23:05:28.417 [main] INFO  com.toys.acb.UserBusinessApplication - Started UserBusinessApplication in 12.679 seconds (JVM running for 16.409)
23:06:17.656 [http-nio-12358-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
23:06:17.656 [http-nio-12358-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
23:06:17.659 [http-nio-12358-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 3 ms
23:06:29.822 [http-nio-12358-exec-4] WARN  o.s.w.s.m.s.DefaultHandlerExceptionResolver - Resolved [org.springframework.web.HttpRequestMethodNotSupportedException: Request method 'POST' not supported]
23:28:37.729 [main] INFO  com.toys.acb.UserBusinessApplication - Starting UserBusinessApplication using Java 15.0.2 on DESKTOP-2D7JFDC with PID 6952 (F:\Program\java_work\ACB\acb_business\target\classes started by CKD in F:\Program\java_work\ACB)
23:28:37.729 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 5.4.1.Final
23:28:37.732 [main] INFO  com.toys.acb.UserBusinessApplication - No active profile set, falling back to default profiles: default
23:28:39.019 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
23:28:39.019 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
23:28:39.047 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 15 ms. Found 0 Redis repository interfaces.
23:28:39.677 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 12358 (http)
23:28:39.677 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-12358"]
23:28:39.677 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
23:28:39.677 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.46]
23:28:39.816 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
23:28:39.816 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 2014 ms
23:28:41.164 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
23:28:41.513 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
23:28:41.580 [main] WARN  o.s.b.a.t.ThymeleafAutoConfiguration$DefaultTemplateResolverConfiguration - Cannot find template location: classpath:/templates/ (please add some templates or check your Thymeleaf configuration)
23:28:41.664 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-12358"]
23:28:41.695 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 12358 (http) with context path ''
23:28:41.764 [main] INFO  com.toys.acb.UserBusinessApplication - Started UserBusinessApplication in 4.694 seconds (JVM running for 6.614)
23:45:21.342 [main] INFO  com.toys.acb.UserBusinessApplication - Starting UserBusinessApplication using Java 15.0.2 on DESKTOP-2D7JFDC with PID 5672 (F:\Program\java_work\ACB\acb_business\target\classes started by CKD in F:\Program\java_work\ACB)
23:45:21.346 [main] INFO  com.toys.acb.UserBusinessApplication - No active profile set, falling back to default profiles: default
23:45:21.349 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 5.4.1.Final
23:45:22.747 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
23:45:22.747 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
23:45:22.777 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 12 ms. Found 0 Redis repository interfaces.
23:45:23.368 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 12358 (http)
23:45:23.377 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-12358"]
23:45:23.378 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
23:45:23.378 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.46]
23:45:23.518 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
23:45:23.525 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 2101 ms
23:45:24.698 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
23:45:25.008 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
23:45:25.077 [main] WARN  o.s.b.a.t.ThymeleafAutoConfiguration$DefaultTemplateResolverConfiguration - Cannot find template location: classpath:/templates/ (please add some templates or check your Thymeleaf configuration)
23:45:25.148 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-12358"]
23:45:25.186 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 12358 (http) with context path ''
23:45:25.256 [main] INFO  com.toys.acb.UserBusinessApplication - Started UserBusinessApplication in 4.815 seconds (JVM running for 6.937)
23:45:32.660 [http-nio-12358-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
23:45:32.660 [http-nio-12358-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
23:45:32.661 [http-nio-12358-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 1 ms
23:46:28.221 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 5.4.1.Final
23:46:28.233 [main] INFO  com.toys.acb.UserBusinessApplication - Starting UserBusinessApplication using Java 15.0.2 on DESKTOP-2D7JFDC with PID 3168 (F:\Program\java_work\ACB\acb_business\target\classes started by CKD in F:\Program\java_work\ACB)
23:46:28.233 [main] INFO  com.toys.acb.UserBusinessApplication - No active profile set, falling back to default profiles: default
23:46:29.396 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
23:46:29.398 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
23:46:29.417 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 11 ms. Found 0 Redis repository interfaces.
23:46:30.038 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 12358 (http)
23:46:30.048 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-12358"]
23:46:30.048 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
23:46:30.048 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.46]
23:46:30.168 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
23:46:30.168 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1863 ms
23:46:31.328 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
23:46:31.658 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
23:46:31.718 [main] WARN  o.s.b.a.t.ThymeleafAutoConfiguration$DefaultTemplateResolverConfiguration - Cannot find template location: classpath:/templates/ (please add some templates or check your Thymeleaf configuration)
23:46:31.801 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-12358"]
23:46:31.848 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 12358 (http) with context path ''
23:46:31.938 [main] INFO  com.toys.acb.UserBusinessApplication - Started UserBusinessApplication in 4.44 seconds (JVM running for 6.334)
23:46:44.679 [http-nio-12358-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
23:46:44.679 [http-nio-12358-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
23:46:44.681 [http-nio-12358-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 2 ms
